symbol,pre_alert_date,signal_date,entry_date,entry_type,entry_price,stop_loss,target_price,exit_date,exit_price,exit_reason,pnl_pct,days_held,risk_pct,overall_score,had_pre_alert,pre_alert_days_before
QCOM,2023-07-27,2023-07-28,2023-07-28,handle,123.16946411132812,105.37078741126435,176.56549421151948,2023-08-16,105.37078741126435,stop,-14.45055950229372,13,14.45055950229372,90.0,True,1.0
LRCX,,2023-04-19,2023-04-19,low_cheat,47.83769607543945,46.090392756572825,53.07960603203934,2023-04-20,49.65515458700363,trailing_stop,3.7992183166556908,1,3.652565784337005,89.33333333333334,False,
LRCX,,2023-05-15,2023-05-15,handle,53.80498504638672,47.110083198415516,73.88969059030032,2023-05-24,55.559173378599745,trailing_stop,3.2602710152241343,7,12.442902534401503,90.66666666666666,False,
LRCX,,2023-05-25,2023-05-25,handle,58.6596794128418,47.110083198415516,93.30846805612063,2023-07-06,60.41958148624572,trailing_stop,3.000190405095605,27,19.68915672576594,90.66666666666666,False,
LRCX,,2023-07-27,2023-07-27,handle,68.57608795166016,57.29261739534049,102.42649962061915,2023-10-20,58.82768249511719,time,-14.215458693728197,60,16.453943194125443,96.0,False,
LRCX,,2023-12-14,2023-12-14,handle,75.3830795288086,65.98934092329523,103.56429534534868,2024-01-26,84.01738231030909,trailing_stop,11.453900312205722,28,12.461335705877374,99.0,False,
LRCX,,2024-04-26,2024-04-26,low_cheat,91.11898040771484,82.79357799268136,116.09518765281528,2024-06-10,94.33936160561129,trailing_stop,3.534259474246467,30,9.136847644454752,100.0,False,
LRCX,2024-06-11,2024-06-12,2024-06-12,handle,102.1729507446289,87.15239499128724,147.2346180046539,2024-07-11,105.90262500570437,trailing_stop,3.6503538694868545,19,14.701107919339679,99.0,True,1.0
AMAT,,2023-04-20,2023-04-20,low_cheat,111.60748291015625,104.22161087167214,133.76509902560858,2023-05-19,122.40529570123311,trailing_stop,9.674810782865768,21,6.617721183112532,95.66666666666666,False,
AMAT,2023-05-23,2023-05-25,2023-05-25,handle,127.62442016601562,110.9338698656289,177.69607106717578,2023-06-22,132.4503067350343,trailing_stop,3.7813190945283806,18,13.077865724032609,93.66666666666666,True,2.0
AMAT,,2023-06-26,2023-06-26,handle,136.75091552734375,110.9338698656289,214.20205251248828,2023-08-03,142.44005014271116,trailing_stop,4.160216839082038,27,18.878883232450935,97.0,False,
AMAT,,2023-12-11,2023-12-11,handle,152.41229248046875,136.3625154381685,200.56162360736954,2024-01-26,166.50014609068003,trailing_stop,9.243252877399378,31,10.530500382281831,96.0,False,
KLAC,,2023-04-20,2023-04-20,low_cheat,365.9950866699219,344.1262274526935,431.60166432160696,2023-05-24,398.76940151340875,trailing_stop,8.954851045048287,24,5.975178359962826,95.66666666666666,False,
KLAC,2023-11-08,2023-11-10,2023-11-10,handle,523.613037109375,434.15024394175055,792.0014166122484,2023-12-20,553.6533018228952,trailing_stop,5.73711168067139,27,17.085669535943392,96.0,True,2.0
CRM,2021-12-01,2021-12-02,2021-12-02,pivot_breakout,258.4809875488281,231.66548566524756,338.9274931995698,2022-01-05,231.66548566524756,stop,-10.374264713962766,23,10.374264713962766,92.66666666666666,True,1.0
CRM,,2023-05-26,2023-05-26,handle,213.1973419189453,184.81451921507076,298.34581003056894,2023-07-24,223.95321559488397,trailing_stop,5.045031790324991,38,13.312934602470472,96.66666666666666,False,
ADBE,2023-05-25,2023-05-26,2023-05-26,pivot_breakout,415.3900146484375,316.82420837402344,711.0874334716797,2023-06-20,492.8029907226562,trailing_stop,18.636214965286698,15,23.72849678580612,89.33333333333334,True,1.0
NOW,,2023-05-17,2023-05-17,handle,492.9200134277344,419.12639282226564,714.3008752441406,2023-06-07,535.4485046386718,trailing_stop,8.627868630286892,14,14.970708957892093,93.33333333333334,False,
NOW,,2023-07-26,2023-07-26,handle,577.27001953125,524.3098095703125,736.1506494140625,2023-10-19,559.97998046875,time,-2.9951389258946297,60,9.174252632059744,96.0,False,
NOW,,2024-10-18,2024-10-18,handle,921.75,810.4305712890625,1255.7082861328124,2024-11-15,1008.5770324707031,trailing_stop,9.419802817543054,20,12.076965414802004,96.0,False,
NOW,,2024-11-19,2024-11-19,handle,1022.0999755859375,881.774619140625,1443.076044921875,2024-12-18,1100.0050231933594,trailing_stop,7.622057476594833,20,13.729122375222488,100.0,False,
NOW,,2024-12-19,2024-12-19,handle,1074.8699951171875,973.5515832519532,1378.8252307128905,2024-12-31,1060.1199951171875,time,-1.3722589770860505,7,9.426108489909806,96.0,False,
ORCL,,2024-06-12,2024-06-12,pivot_breakout,138.29518127441406,110.59180237624037,221.40531796893515,2024-09-09,138.2015380859375,time,-0.06771254617378877,60,20.03206376598393,92.66666666666666,False,
PANW,2023-05-22,2023-05-24,2023-05-24,pivot_breakout,102.15499877929688,93.0215982055664,129.5552005004883,2023-06-07,109.33549652099609,trailing_stop,7.02902239489277,9,8.940727994586869,93.33333333333334,True,2.0
PANW,,2023-11-20,2023-11-20,pivot_breakout,130.28500366210938,110.07359970092773,190.9192155456543,2023-12-05,141.0037528991699,trailing_stop,8.227155033789861,10,15.513223619810745,100.0,False,
PANW,,2023-12-13,2023-12-13,handle,156.92999267578125,114.56689880371094,284.0192742919922,2024-01-31,166.5350028991699,trailing_stop,6.120570108757155,32,26.994899540709742,100.0,False,
PANW,,2024-06-27,2024-06-27,handle,170.41000366210938,140.42419342041015,260.367434387207,2024-08-20,178.30074768066405,trailing_stop,4.630446481416969,37,17.596273456548587,93.33333333333334,False,
PANW,,2024-09-20,2024-09-20,handle,170.05999755859375,155.57009521484375,213.52970458984376,2024-10-23,182.39999999999998,trailing_stop,7.256264035376403,23,8.520464866381962,96.66666666666666,False,
CRWD,,2023-08-31,2023-08-31,pivot_breakout,163.02999877929688,144.2069940185547,219.4990130615234,2023-10-06,168.0977569580078,trailing_stop,3.108482007395123,25,11.545730786776224,92.66666666666666,False,
CRWD,,2023-10-09,2023-10-09,handle,181.82000732421875,150.50840179443358,275.7548239135742,2023-11-16,199.5854965209961,trailing_stop,9.770920955413988,28,17.221210135554983,92.66666666666666,False,
CRWD,,2023-11-27,2023-11-27,handle,210.07000732421875,166.7665982055664,339.98023468017584,2023-11-29,223.84850463867187,trailing_stop,6.559002634387308,2,20.613799023588623,96.0,False,
ZS,2023-10-31,2023-11-03,2023-11-03,handle,164.3699951171875,146.6325,217.58248046875002,2023-11-28,185.3165069580078,trailing_stop,12.743513088192588,16,10.791200124172036,92.66666666666666,True,3.0
ZS,,2023-12-01,2023-12-01,handle,198.02999877929688,149.5480059814453,343.4759771728516,2024-01-02,215.92549362182615,trailing_stop,9.036759558067606,20,24.482145683333783,100.0,False,
JPM,,2023-03-16,2023-03-16,low_cheat,122.33056640625,115.54704104399875,142.68114249300376,2023-03-24,115.54704104399875,stop,-5.545241521831682,6,5.545241521831682,96.66666666666666,False,
JPM,,2024-05-21,2024-05-21,handle,193.12379455566406,169.98609395965568,262.53689634368925,2024-08-01,201.16470147805782,trailing_stop,4.163602388247466,49,11.980761174066206,100.0,False,
MA,2023-01-04,2023-01-06,2023-01-06,pivot_breakout,361.8492736816406,328.809068755897,460.96988845887154,2023-04-04,358.1389465332031,time,-1.0253791891542916,60,9.13093028751325,93.33333333333334,True,2.0
BAC,,2024-03-15,2024-03-15,handle,34.163970947265625,30.50489965197088,45.14118483314986,2024-04-11,35.150484402657455,trailing_stop,2.887584282619193,18,10.710321996651869,95.66666666666666,False,
BAC,,2024-06-28,2024-06-28,handle,38.60392379760742,35.54191431785404,47.78995223686758,2024-07-22,40.98013770344791,trailing_stop,6.155368864311557,15,7.931860750235864,100.0,False,
BAC,,2024-11-06,2024-11-06,pivot_breakout,44.36592483520508,39.80193114288507,58.05790591216511,2024-12-31,43.17835235595703,time,-2.676767099207834,37,10.287160042921968,97.0,False,
WFC,,2024-03-15,2024-03-15,handle,55.22263717651367,44.65150091548412,86.93604595960232,2024-05-23,57.387105783324095,trailing_stop,3.919531405014061,48,19.142758842247908,99.0,False,
GS,2024-03-19,2024-03-21,2024-03-21,handle,400.6282653808594,353.5637393702626,541.8218434126496,2024-06-11,433.74299565758,trailing_stop,8.26569993638366,56,11.747679851259274,99.0,True,2.0
GS,2024-10-09,2024-10-11,2024-10-11,handle,505.9757385253906,439.3653119601327,705.8070182211643,2024-11-06,557.3078601906187,trailing_stop,10.145174512681141,18,13.16474713973174,100.0,True,2.0
MS,2024-02-28,2024-03-04,2024-03-04,pivot_breakout,85.33708190917969,70.20853871195038,130.7227115008676,2024-05-29,93.82333017946698,trailing_stop,9.94438534858599,60,17.727982793376874,93.33333333333334,True,3.0
LLY,,2021-12-15,2021-12-15,pivot_breakout,265.194091796875,223.11083036318485,391.44387609794546,2022-03-14,260.2259826660156,time,-1.8733860536624212,60,15.868853317412427,99.0,False,
LLY,,2023-08-08,2023-08-08,pivot_breakout,512.3341064453125,429.85465783238647,759.7724522840906,2023-09-18,562.7951833956517,trailing_stop,9.849251946244488,28,16.098762033468105,100.0,False,
LLY,,2023-11-02,2023-11-02,handle,571.203369140625,498.3115463109139,789.8788376297582,2024-01-18,606.8271657067942,trailing_stop,6.236622276889779,51,12.76109819509237,100.0,False,
LLY,,2024-02-05,2024-02-05,handle,696.42626953125,578.7024191021735,1049.5978208184795,2024-02-20,745.6053562481694,trailing_stop,7.0616357924035285,10,16.90399337008266,96.0,False,
ABBV,,2022-06-17,2022-06-17,low_cheat,121.50700378417969,116.90681429817415,135.30757224219627,2022-07-20,130.74129549012952,trailing_stop,7.59980200182678,21,3.785945947754891,92.33333333333334,False,
ABBV,,2024-05-31,2024-05-31,low_cheat,153.15147399902344,142.9582190588466,183.73123881955397,2024-07-25,169.4778766548063,trailing_stop,10.660297435914304,37,6.655668844716336,96.66666666666666,False,
DHR,2024-01-29,2024-01-30,2024-01-30,pivot_breakout,242.71099853515625,209.21849205907674,343.1885179633948,2024-04-25,243.81817626953125,time,0.4561712246487369,60,13.799336115057919,96.66666666666666,True,1.0
DHR,2024-05-09,2024-05-16,2024-05-16,handle,262.7046813964844,235.88943191148365,343.15042985148654,2024-08-13,266.82965087890625,time,1.5701926058166837,60,10.207374053045548,92.66666666666666,True,5.0
TGT,,2024-02-16,2024-02-16,handle,139.16004943847656,123.66988285131663,185.63054919995636,2024-03-11,156.25498367675456,trailing_stop,12.284369190193315,15,11.131187901746344,86.0,False,
COST,,2022-04-07,2022-04-07,handle,580.590576171875,497.1229447467087,830.993470447374,2022-05-02,497.1229447467087,stop,-14.37633245367334,16,14.37633245367334,96.0,False,
CAT,,2023-01-12,2023-01-12,handle,242.34764099121094,210.02336087411825,339.32048134248896,2023-03-15,210.02336087411825,stop,-13.337980095405577,42,13.337980095405577,93.33333333333334,False,
GE,,2023-01-13,2023-01-13,handle,63.10842514038086,46.166681323437544,113.9336565912108,2023-03-09,71.03759140810683,trailing_stop,12.564354521742583,37,26.845454912331334,90.0,False,
GE,,2023-09-15,2023-09-15,handle,91.02920532226562,84.98340462351285,109.16660741852394,2023-10-03,84.98340462351285,stop,-6.641605490621565,12,6.641605490621565,99.0,False,
GE,,2024-07-23,2024-07-23,handle,170.68971252441406,150.9249833705367,229.98389998604617,2024-08-05,150.9249833705367,stop,-11.579332381294147,9,11.579332381294147,96.0,False,
GE,2024-09-10,2024-09-13,2024-09-13,handle,176.921875,146.07465428252445,269.4635371524266,2024-10-22,183.9222327226642,trailing_stop,3.9567508103021205,27,17.435504070638835,96.0,True,3.0
DE,,2022-11-03,2022-11-03,handle,377.7131042480469,328.25587763148883,526.084784097721,2022-12-16,408.75500718351736,trailing_stop,8.218381249247061,30,13.093860408951851,89.33333333333334,False,
UNP,,2024-05-31,2024-05-31,low_cheat,226.20840454101562,213.48726627496558,264.37181933916577,2024-06-14,213.48726627496558,stop,-5.623636439088839,10,5.623636439088839,86.0,False,
LMT,,2022-06-24,2022-06-24,low_cheat,384.1595458984375,354.5727457390633,472.9199463765601,2022-07-19,354.5727457390633,stop,-7.701695942548891,16,7.701695942548891,96.66666666666666,False,
LMT,2023-04-17,2023-04-18,2023-04-18,handle,468.537841796875,424.25860646690364,601.3755477867891,2023-05-03,424.25860646690364,stop,-9.450514212503611,11,9.450514212503611,95.66666666666666,True,1.0
XOM,,2022-05-04,2022-05-04,handle,80.43788146972656,68.16097562284169,117.26859901038118,2022-06-10,88.87536205118212,trailing_stop,10.489436602866117,26,15.262592229639196,100.0,False,
XOM,,2022-06-21,2022-06-21,handle,81.06687927246094,71.79725722644159,108.87574541051899,2022-07-06,71.79725722644159,stop,-11.434536680343529,10,11.434536680343529,100.0,False,
XOM,,2022-10-28,2022-10-28,handle,99.05223846435547,84.83863059997559,141.69306205749513,2023-01-26,106.21762084960938,time,7.233942913700442,60,14.349607928845273,99.0,False,
XOM,2023-01-30,2023-01-31,2023-01-31,pivot_breakout,104.63915252685547,91.16118189112288,145.07306443405324,2023-03-15,91.16118189112288,stop,-12.880427937595815,30,12.880427937595815,96.0,True,1.0
XOM,,2023-04-03,2023-04-03,pivot_breakout,105.55339050292969,91.16118189112288,148.7300163383501,2023-06-29,97.82380676269531,time,-7.322913743845903,60,13.63500361592586,96.0,False,
COP,,2023-02-10,2023-02-10,low_cheat,104.34426879882812,94.85426974116118,132.81426597182897,2023-02-17,94.85426974116118,stop,-9.09489248131425,5,9.09489248131425,96.66666666666666,False,
COP,,2023-09-01,2023-09-01,handle,113.69304656982422,101.09069163390028,151.50011137759606,2023-11-28,108.10777282714844,time,-4.91259044522622,60,11.084543264643933,86.0,False,
COP,,2023-12-11,2023-12-11,low_cheat,105.4563217163086,101.11734631695687,118.47324791436377,2024-01-08,108.29393387632379,trailing_stop,2.6907937938976745,18,4.114476333646588,92.66666666666666,False,
EOG,2022-05-03,2022-05-06,2022-05-06,pivot_breakout,112.44804382324219,95.89126853628896,162.11836968410188,2022-06-13,119.5667849191221,trailing_stop,6.330693584203126,25,14.723933582142992,100.0,True,3.0
EOG,,2022-11-02,2022-11-02,handle,119.94993591308594,103.59469274583161,169.0156654148489,2022-11-04,126.80246083802697,trailing_stop,5.712820830439027,2,13.635057862060979,99.0,False,
EOG,,2022-11-07,2022-11-07,handle,129.1060791015625,103.59469274583161,205.64023816875516,2023-02-03,112.2681884765625,time,-13.041903791187334,60,19.7600194609443,99.0,False,
EOG,,2023-09-05,2023-09-05,handle,122.93059539794922,112.67775296650751,153.68912269227434,2023-09-21,112.67775296650751,stop,-8.340350421513332,12,8.340350421513332,86.0,False,
SLB,,2022-01-20,2022-01-20,handle,34.13071823120117,24.961947658624254,61.637029948931925,2022-01-27,35.91602189062601,trailing_stop,5.230782567572151,5,26.86369068024807,94.25,False,
SLB,,2022-06-08,2022-06-08,handle,45.97330093383789,39.456729825203816,65.52301425974011,2022-06-14,39.456729825203816,stop,-14.174686124914865,4,14.174686124914865,100.0,False,
NFLX,2023-03-21,2023-03-23,2023-03-23,pivot_breakout,32.0369987487793,27.04211986541748,47.021635398864746,2023-04-12,33.23099956512451,trailing_stop,3.7269434184770853,13,15.590970060989676,92.66666666666666,True,2.0
NFLX,,2023-05-26,2023-05-26,handle,37.88800048828125,33.9442610168457,49.7192189025879,2023-06-08,39.80025043487549,trailing_stop,5.0471123362281824,8,10.408940616054275,96.0,False,
NFLX,,2023-06-14,2023-06-14,handle,44.08599853515625,33.9442610168457,74.5112110900879,2023-07-18,45.424248695373535,trailing_stop,3.035544627961872,22,23.004440990994116,96.0,False,
NFLX,,2024-11-18,2024-11-18,handle,84.70500183105469,66.43224197387696,139.52328140258788,2024-12-18,89.46625289916992,trailing_stop,5.620979830224915,21,21.57223240915927,100.0,False,
UBER,,2023-04-28,2023-04-28,low_cheat,31.049999237060547,28.6355993270874,38.293198966979986,2023-05-02,34.793749999999996,trailing_stop,12.057168614906104,2,7.775845311749233,96.66666666666666,False,
UBER,,2023-05-03,2023-05-03,pivot_breakout,37.84000015258789,29.79199962615967,61.98400173187255,2023-06-15,41.5625,trailing_stop,9.837473130024621,30,21.26850024834848,96.66666666666666,False,
UBER,,2024-08-08,2024-08-08,low_cheat,69.01000213623047,53.74320014953613,114.8104080963135,2024-09-30,74.52749710083008,trailing_stop,7.99521054021661,36,22.122593122887647,93.33333333333334,False,
SHOP,2023-05-01,2023-05-04,2023-05-04,handle,57.29999923706055,42.63,101.30999694824217,2023-05-05,59.41205139160156,trailing_stop,3.6859549435647745,1,25.602093250242607,96.66666666666666,True,3.0
SHOP,,2023-05-08,2023-05-08,handle,64.37999725341797,42.63,129.62998901367186,2023-07-13,66.975,trailing_stop,4.030759330988097,45,33.7837809588649,100.0,False,
SHOP,,2023-09-29,2023-09-29,low_cheat,54.56999969482422,49.57820014953613,69.54539833068849,2023-10-25,49.57820014953613,stop,-9.147516168598301,18,9.147516168598301,96.66666666666666,False,
ABNB,2022-02-10,2022-02-15,2022-02-15,pivot_breakout,180.07000732421875,161.8568035888672,234.70961853027342,2022-02-22,161.8568035888672,stop,-10.11451268647888,4,10.11451268647888,86.0,True,3.0
ABNB,2024-02-07,2024-02-12,2024-02-12,handle,153.8000030517578,138.4152053833008,199.9543960571289,2024-04-02,161.59500579833983,trailing_stop,5.0682721663918215,34,10.003119221837487,100.0,True,3.0
COIN,,2023-12-27,2023-12-27,handle,185.24000549316406,87.9942008972168,476.97741928100584,2024-02-27,199.44300231933593,trailing_stop,7.667348523532626,41,52.49719375523121,99.0,False,
COIN,,2024-11-08,2024-11-08,pivot_breakout,270.739990234375,205.26099700927733,467.176969909668,2024-11-11,318.1169860839844,trailing_stop,17.49907570307435,1,24.185194499125753,89.33333333333334,False,
